1205 crop 穀物、農作物
1206 decline 傾く、低下する
1207 exhibit 展示する、展示会
1208 fever 風邪の熱
1209 humid 湿気の多い
1210 machinery 機械
1211 military 軍隊
1212 minor 少数の
1213 nearby 近くに、近くの
1214 oppose 反対する
1215 opposition 反対、抵抗
1216 reference 参照
1217 resort リゾート地
1218 restore 修復する
1219 scare 恐れさせる、恐怖
1220 score 点数、得点、得点する
1221 seal 封をする、封印
1222 search 探す、捜索
1223 stress ストレス、重圧
1224 abuse 乱用する、虐待する、乱用、虐待
1225 amaze 驚く
1226 ancient 古代の、昔の
1227 attraction 魅力
1228 baggage 荷物
1229 bond 接着する、きずな
1230 calm 静かな、落ち着いた
1231 careless 注意の薄い
1232 casual 普段の、非形式的な
1233 casualty 犠牲者
1234 charity 慈善活動
1235 clinic 診療所
1236 compound 混合物、混合する
1237 confidence 自信
1238 confident 自信のある
1239 creative 創造的な
1240 crew 乗組員、乗務員
1241 crush 激しくぶつかる
1242 detective 探偵
1243 discourage やる気を失くす
1244 discussion 議論
1245 environment 環境
1246 equally 平等に
1247 expose さらす
1248 filter ろ過する、ろ過
1249 frame 枠、縁
1250 fuel 燃料
1251 grain 穀物
1252 habit くせ
1253 honor 敬意
1254 hook 服をかけるかぎ
1255 ideal 理想の、理想的な
1256 joint 共同の、合弁の
1257 journal 雑誌
1258 label ラベルを貼る、ラベル
1259 mainly 主に
1260 maintenance 整備
1261 mechanical 機械的な
1262 partner 相手、協力者
1263 patience 忍耐
1264 permanent 永遠の
1265 pioneer 開拓者、開拓する
1266 pioneering 開拓の
1267 proportion 均等さ
1268 rare まれな、珍しい
1269 ray 光線、放射線
1270 relief 安らぎ
1271 relieve 安らげる
1272 respond 反応する、返答する
1273 retain 保持する
1274 shift 移る、交替
1275 strain 緊張、引っ張る
1276 temporary 一時的な
1277 tend ～しがち
1278 theory 理論
1279 tide 潮、傾向
1280 twist ひねる、曲げる、ねじれ
1281 various さまざまな
1282 wrap 包む
1283 eager 熱心な
1284 instrument 器具、楽器
1285 motion 動体
1286 organ 内臓、臓器
1287 pose ポーズをとる
1288 sensitive 敏感な
1289 seriously まじめに
1290 split 分ける
1291 toss トスする、トス
1292 accuse 訴える、非難する
1293 accused 非難された、被告の
1294 behavior ふるまい、行動
1295 burden 重荷、負担
1296 cabinet 棚
1297 chop 切り刻む
1298 cling しがみつく
1299 criticism 批判、批評
1300 critic 批評家
1301 dependent 頼る
1302 emphasis 強調
1303 decorate 飾る
1304 heavily 重く
1305 inexpensive 安い
1306 internal 内部の
1307 miracle 奇跡
1308 monitor 監視装置、モニター
1309 organize 組織する
1310 organized 組織された
1311 oxygen 酸素
1312 postal 郵便の
1313 privacy プライバシー
1314 reputation 評判
1315 privilege 特権、特典
1316 pray 祈る
1317 secondary 二番目の
1318 shield 防護、シールド
1319 sightseeing 観光
1320 skip 飛ばす（抜かす）
1321 stall 立ち往生する
1322 stare 一点を凝視する
1323 alive 生きている
1324 escape 逃れる、逃亡
1325 positive 確信している
1326 praise 称賛
1327 silence 沈黙
1328 sink 沈む、台所の流し
1329 symbol シンボル、象徴
1330 absolute 絶対な
1331 absolutely 絶対に
1332 boast 自慢する
1333 bomb 爆弾、爆弾を仕掛ける
1334 delighted 喜んでいる
1335 delight 喜び
1336 continent 大陸
1337 considerable 相当の、かなりの
1338 election 選挙
1339 creature 生物
1340 essay 随筆
1341 breed 飼育する
1342 fortune 財産、幸運
1343 employer 雇用者
1344 dramatic 劇的な
1345 celebration お祝い
1346 chase 追いかける
1347 frighten 恐れる
1348 gap 差、隔たり
1349 relate 関連づける
1350 reality 現実
1351 occupy 占める
1352 presence 出席
1353 occupation 職業
1354 gradually 徐々に、段々と
1355 instant 即席の、一瞬
1356 ladder はしご
1357 loose ゆるい
1358 loosen ゆるめる
1359 leisure レジャー、余暇
1360 relation 関係
1361 relative 比較的、親戚
1362 sympathy 同情
1363 totally 完全に、まったく
1364 treasure 宝物
1365 tune チューニングする
1366 wound 傷、傷つける
1367 forecast 予報、予測する
1368 manufacture 製造する
1369 manufacturer 製造者
1370 yield 産出する
1371 net 正味の、ネット
1372 rumor うわさ
1373 murder 殺人
1374 passage 通過
1375 absence 欠席、不在
1376 basement 地下室
1377 blank 空白の
1378 border 境界線
1379 carriage 運搬車
1380 chairman 議長
1381 crack ひびが入る、割れる
1382 discovery 発見する
1383 dull 鈍い
1384 greet あいさつする
1385 informal 非形式的の
1386 keen 熱心な
1387 pill 薬
1388 possess 所持する
1389 possession 所持
1390 quarrel 口論、口論する
1391 reward 報酬を与える、報酬
1392 ride 乗る
1393 rob 盗む
1394 sensible 分別のある
1395 threat 脅威、恐れ
1396 threaten 脅かす
1397 tradition 伝統
1398 weapon 武器
1399 belief 信念
1400 connection 接続
1401 gross 総計の
1402 hesitate ためらう
1403 primary 優先の
1404 recall 思い出す、回収する、回収
1405 width 広さ
1406 cast 投げる、投じる
1407 deny 否定する
1408 airmail 航空郵便
1409 balcony バルコニー
1410 bitter 苦い
1411 caution 注意
1412 closely 密接に
1413 conscious 意識のある
1414 cruel 残酷な
1415 emotion 感情
1416 emotional 感情的な
1417 funeral 葬式
1418 guilty 罪の意識がある
1419 handy 便利な
1420 hint ヒント
1421 intention 意図
1422 liberty 自由
1423 odd 奇怪な、変な
1424 offend 責める
1425 possibly おそらく
1426 pretend ～のふりをする
1427 principle 原理、原則
1428 probable 起こり得る
1429 religion 宗教、信仰
1430 rub こする、磨く
1431 atomic 原子の
1432 rude 失礼な
1433 soil 土壌
1434 sour 酸っぱい
1435 structure 構造
1436 tap 栓、軽くたたく
1437 bare 裸の
1438 beg 懇願する
1439 translate 翻訳する
1440 transport 輸送する
1441 affair 問題
1442 analysis 分析
1443 transportation 輸送、交通
1444 ugly 醜い
1445 vast 広大な
1446 yell 叫ぶ、叫び
1447 draft 草案、下書き
1448 inspire 鼓舞する
1449 abstract 抽象的な
1450 accurate 正確な
1451 awful ひどい、恐い
1452 badly まずく
1453 behave ふるまう
1454 bold 図々しい
1455 bury 埋める
1456 cheat ズルをする、だます
1457 coincide 同時に起きる
1458 coincidence 同時発生、偶然
1459 faith 運命
1460 fame 名声
1461 conclude 結論付ける
1462 curve 曲線、カーブ
1463 disappear 消える、消失する
1464 drill 穴を開ける
1465 element 要素
1466 expression 表現
1467 fellow 仲間
1468 flock 群れ
1469 fortunate 幸運な
1470 fortunately 幸運に
1471 glance ちらっと見る
1472 grateful 感謝する
1473 mount 積もる
1474 necessity 必要性
1475 invent 発明する
1476 landscape 風景、景色
1477 mental 精神の、心の
1478 merchant 商業の、商人
1479 neglect 無視する、無視
1480 offense 侮辱、攻撃
1481 passion 情熱
1482 personality 個性、性格
1483 pity 残念に思う
1484 rival ライバル、好敵手
1485 root 根、ルーツ
1486 sentence 文
1487 sketch スケッチ、スケッチを描く
1488 stiff 堅い
1489 string ひも
1490 stupid ばかな、愚かな
1491 swear 誓う
1492 sweep 掃く
1493 underground 地下の、公にならない
1494 vague ぼやけた
1495 victory 勝利
1496 violence 暴力、乱暴
1497 violent 乱暴な、暴力の
1498 visual 目に見える、視覚の
1499 wealth 富
1500 wing 羽根、翼
